id,locale_de,RefModel,Command,Type,status_de,Comment
Standard_2686025,Region,Standard,,caption,final,<NO_COMMENT>
Standard_2696227,Untergeordnet,Standard,,caption,final,<NO_COMMENT>
Standard_2717135,Allgemein,Standard,,caption,final,<NO_COMMENT>
Standard_2684791,Versicherungsnr. 1,Standard,,caption,final,<NO_COMMENT>
Standard_2713662,Geschäftseinheit Detail,Standard,,caption,final,<NO_COMMENT>
Standard_2682766,Beruf,Standard,,caption,final,<NO_COMMENT>
Standard_5482092,Allgemein,Standard,,caption,final,changed caption Wahrungsifos -- > General
Standard_6959789,Kontakt zu meinen Beziehungen hinzufügen,Standard,,caption,final,Created by Wcl Migration
Standard_2759674,Erweitert,Standard,,caption,exported,<NO_COMMENT>
Standard_2685378,Zolltarifnummer,Standard,,caption,final,<NO_COMMENT>
Standard_2713420,Kunde anzeigen,Standard,,caption,final,<NO_COMMENT>
Standard_6958858,Benutzer dieser Person anzeigen,Standard,,caption,final,Created by Wcl Migration
Standard_2680079,Lager,Standard,,caption,final,<NO_COMMENT>
Standard_6958208,Suchen,Standard,,caption,final,Created by Wcl Migration
Standard_2691146,Option,Standard,,caption,final,<NO_COMMENT>
Standard_5503955,Partnerschaft,Standard,,title,final,<NO_COMMENT>
Standard_2699506,Geschäftsreg. Einkauf,Standard,,caption,final,<NO_COMMENT>
Standard_5507512,Auswahl Person,Standard,,title,exported,Person must be chosen
Standard_2759050,Adresse Status,Standard,,caption,exported,<NO_COMMENT>
Standard_2684505,Mittel,Standard,,caption,final,<NO_COMMENT>
Standard_2713466,Typisierung,Standard,,caption,final,<NO_COMMENT>
Standard_2690436,Geburtsdatum,Standard,,caption,final,<NO_COMMENT>
Standard_2727182,Werbecode,Standard,,caption,final,<NO_COMMENT>
Standard_2713722,Geschäftseinheit Zusatz,Standard,,caption,final,<NO_COMMENT>
Standard_2762047,Objektnummer Mandant,Standard,,caption,exported,Object number mandant
Standard_2688453,Vorname,Standard,,caption,final,<NO_COMMENT>
Standard_2688410,Fläche,Standard,,caption,final,<NO_COMMENT>
Standard_6963987,Übergeordnetes Segment,Standard,,caption,final,US12966
Standard_2688451,Benutzer / Person,Standard,,caption,final,<NO_COMMENT>
Standard_2713456,Kommunikation,Standard,,caption,final,<NO_COMMENT>
Standard_2721925,Untergeordnete,Standard,,caption,final,<NO_COMMENT>
Standard_2683934,Produktgruppe,Standard,,caption,final,<NO_COMMENT>
Standard_2689927,Korrespondenzadresse,Standard,,caption,final,<NO_COMMENT>
Standard_2759036,Kommentar Tel. Geschäft,Standard,,caption,exported,<NO_COMMENT>
Standard_2719243,E-Mail Firma,Standard,,caption,final,Company eMail
Standard_2724287,Besitzer,Standard,,caption,final,<NO_COMMENT>
Standard_2713726,Partnerbeziehung,Standard,,caption,final,<NO_COMMENT>
Standard_2759034,Personenart Bezeichnung,Standard,,caption,exported,<NO_COMMENT>
Standard_2759068,Adresse Bezeichnung,Standard,,caption,exported,<NO_COMMENT>
Standard_2759031,Benützer Name,Standard,,caption,exported,<NO_COMMENT>
Standard_2679496,Kunde,Standard,,caption,final,<NO_COMMENT>
Standard_2679158,Löschung vorgemerkt,Standard,,caption,final,<NO_COMMENT>
Standard_2678830,ChangeCounter,Standard,,caption,final,<NO_COMMENT>
Standard_2686685,Umgesetzte Nr.,Standard,,caption,final,<NO_COMMENT>
Standard_2706005,Bild,Standard,,caption,final,<NO_COMMENT>
Standard_2692704,Postfach,Standard,,caption,final,<NO_COMMENT>
Standard_5502678,Kontokorrent ohne Tankstelle,Standard,,caption,exported,flag for currentaccount
Standard_2713481,Adresse Detail,Standard,,caption,final,<NO_COMMENT>
Standard_6019799,Freier Status 1,Standard,,caption,exported,Freier Status 1
Standard_5503967,Partnerschaftsart,Standard,,title,final,<NO_COMMENT>
Standard_2686078,Voller Name,Standard,,caption,final,<NO_COMMENT>
Standard_2719244,Internet,Standard,,caption,final,<NO_COMMENT>
Standard_5730719,Knz Empfänger,Standard,,caption,final,KZ Empfänger
Standard_2718154,Benutzer anzeigen,Standard,,caption,final,<NO_COMMENT>
Standard_2692417,Betreuer,Standard,,caption,final,<NO_COMMENT>
Standard_2719855,Allgemein,Standard,,caption,final,<NO_COMMENT>
Standard_2689929,Geschäftsadresse,Standard,,caption,final,<NO_COMMENT>
Standard_2685339,Geografie,Standard,,caption,final,<NO_COMMENT>
Standard_2692389,Stock,Standard,,caption,final,<NO_COMMENT>
Standard_2687926,Kategorieart,Standard,,caption,final,<NO_COMMENT>
Standard_2705973,PLZ / Ort,Standard,,caption,final,<NO_COMMENT>
Standard_6959376,Person Finder,Standard,,caption,final,Created by Wcl Migration
Standard_5724923,Zertifikat,Standard,,caption,final,R69999
Standard_2683135,Nächster Kontakt,Standard,,caption,final,<NO_COMMENT>
Standard_2678821,ME,Standard,,caption,final,<NO_COMMENT>
Standard_5504011,Zuordnung Ort - Bezirk,Standard,,title,final,<NO_COMMENT>
Standard_2695156,Gewinn,Standard,,caption,final,<NO_COMMENT>
Standard_2716783,Zuget. Kontakte/Unternehmen,Standard,,caption,final,<NO_COMMENT>
Standard_6958497,Adresseigner wechseln,Standard,,caption,final,Created by Wcl Migration
Standard_5730676,EDI,Standard,,caption,final,EDI
Standard_2683049,Nicht definiert,Standard,,caption,final,<NO_COMMENT>
Standard_2732663,Bitte wählen sie eine Personenart aus,Standard,,instruction,final,<NO_COMMENT>
Standard_2685502,Klassifizierung,Standard,,caption,final,<NO_COMMENT>
Standard_2759329,Personenart Code,Standard,,caption,exported,<NO_COMMENT>
Standard_2722235,Untergeordnete Geografie,Standard,,caption,final,<NO_COMMENT>
Standard_2759054,E-Mail Geschäft 1,Standard,,caption,final,Company eMail 1
Standard_2691219,Jubiläum,Standard,,caption,final,<NO_COMMENT>
Standard_6023567,Alte Adressnummer,Standard,,caption,final,Alte Adressnummer
Standard_6958895,Kunde passend zur Person,Standard,,caption,final,Created by Wcl Migration
Standard_5573125,Telefon P,Standard,,caption,final,Telefon P
Standard_2730855,Zuordnung Personenart -Beziehungsart,Standard,,caption,final,<NO_COMMENT>
Standard_2678858,Code,Standard,,caption,final,<NO_COMMENT>
Standard_7006451,Parzelle,Standard,,title,exported,Parcel
Standard_7006514,Parzelle Detail,Standard,,title,exported,Parcel Detail
Standard_7006496,Zuordnung Parzelle-Zertifikat,Standard,,title,final,Parcel Certification Assignment
Standard_2720525,Zugeteilte Geografie,Standard,,caption,final,<NO_COMMENT>
Standard_2691062,Segment,Standard,,caption,final,<NO_COMMENT>
Standard_2692425,Partnerschaft,Standard,,caption,final,<NO_COMMENT>
Standard_2726690,Überg. Firma,Standard,,caption,final,<NO_COMMENT>
Standard_2759335,Organisationsfunktion Code,Standard,,caption,exported,<NO_COMMENT>
Standard_2686149,Umgekehrte Bez.Art,Standard,,caption,final,<NO_COMMENT>
Standard_2684603,Intern,Standard,,caption,final,<NO_COMMENT>
Standard_6964007,Unternehmensprofil Segment,Standard,,caption,final,US12966
Standard_6959530,Login für Kontakt erstellen,Standard,,caption,final,Created by Wcl Migration
Standard_2713444,Abgeschlossen,Standard,,caption,final,Completed
Standard_2719249,Telefon Privat,Standard,,caption,final,<NO_COMMENT>
Standard_2689930,Privatadresse,Standard,,caption,final,<NO_COMMENT>
Standard_2696090,Organisationseinheit,Standard,,caption,final,<NO_COMMENT>
Standard_2713424,Arbeitgeber,Standard,,caption,final,<NO_COMMENT>
Standard_2695157,Adresseigner,Standard,,caption,final,<NO_COMMENT>
Standard_5503966,Partner,Standard,,title,final,<NO_COMMENT>
Standard_2680091,Mitarbeiter,Standard,,caption,final,<NO_COMMENT>
Standard_2678853,Kommentar,Standard,,caption,final,<NO_COMMENT>
Standard_2687687,URL,Standard,,caption,final,<NO_COMMENT>
Standard_2759027,Zustand Person,Standard,,caption,exported,<NO_COMMENT>
Standard_2710097,ME,Standard,,caption,final,<NO_COMMENT>
Standard_2680887,Kopieren,Standard,,caption,final,<NO_COMMENT>
Standard_2682768,Telefonnummer,Standard,,caption,final,<NO_COMMENT>
Standard_2681182,Bereit Reorganisation,Standard,,caption,final,<NO_COMMENT>
Standard_2732011,Schnelländerung,Standard,,caption,final,<NO_COMMENT>
Standard_2685098,Übergeordnet,Standard,,caption,final,<NO_COMMENT>
Standard_2766123,Konsolidiert,Standard,,caption,exported,consolidated
Standard_2713447,Hauptkontakt,Standard,,caption,final,<NO_COMMENT>
Standard_5583513,Zuständige Person,Standard,,caption,final,Zuständige Person
Standard_6959220,Dublettenprüfung,Standard,,caption,final,Created by Wcl Migration
Standard_2695152,Produktrayon,Standard,,caption,final,<NO_COMMENT>
Standard_5504243,Region,Standard,,title,final,<NO_COMMENT>
Standard_6996883,Nein,Standard,,caption,final,<NO_COMMENT>
Standard_6996884,Herstelleradresse,Standard,,caption,final,<NO_COMMENT>
Standard_6996882,Ja,Standard,,caption,final,<NO_COMMENT>
